4129537,9983,20160712,0.0193096
6949378,3429,20160706,0.0465132
2166529,6928,20160727,0.0375511
2166529,1808,20160727,0.0473309
6172162,6500,20160708,0.0581467
4005121,9983,20160706,0.0832926
4347394,9983,20160716,0.0832926
3094273,13602,20160727,0.0261519
5139970,9983,20160729,0.0195674
3237121,13602,20160703,0.0261519
6224386,9983,20160716,0.0130271
6488578,13602,20160712,0.179726
4164865,9983,20160703,0.0184412
4164865,8059,20160706,0.0150112
5468674,9983,20160713,0.0243246
6258178,9144,20160706,0.0699672
3659521,7341,20160727,0.0529671
3659521,13181,20160717,0.086293
3659521,13602,20160718,0.0261519
7333378,13602,20160704,0.0390804
7333378,785,20160727,0.179712
4454914,2978,20160711,0.065139
6817282,8375,20160724,0.0496327
3149569,10418,20160721,0.0252729
6301186,1715,20160718,0.15973
6301186,4203,20160708,0.050225
2891521,13602,20160724,0.0390804
3422977,13602,20160727,0.0261519
4771330,13602,20160726,0.0129641
4513282,11799,20160712,0.01698
3439873,13602,20160713,0.0261519
6632962,13602,20160727,0.0261519
6632962,10438,20160705,0.0152177
6912514,9934,20160724,0.248039
2821891,10418,20160702,0.0183674
3872515,10418,20160704,0.0183674
3872515,2978,20160704,0.0201238
2699011,13602,20160705,0.179726
5406214,3903,20160722,0.0947507
5406214,2440,20160722,0.0947507
3359491,10418,20160725,0.0256236
4147459,5743,20160715,0.117675
5427718,4912,20160704,0.242755
5427718,662,20160704,0.361104
5427718,1528,20160704,0.302653
2848003,13602,20160702,0.0184412
2726659,10842,20160724,0.338599
3649795,2978,20160723,0.0260958
3649795,10418,20160701,0.0252729
2612995,9983,20160703,0.0130271
3808003,9983,20160721,0.0130271
3812611,3992,20160721,0.0955704
3425539,3992,20160719,0.101945
6853126,13181,20160721,0.194687
4251142,10609,20160707,0.233087
3442435,13602,20160713,0.0250461
3182851,11986,20160731,0.0679702
7175686,7774,20160706,0.134578
7175686,9983,20160717,0.0250461
3199747,8059,20160712,0.0150112
3199747,3429,20160718,0.0144967
6140422,6480,20160728,0.0898866
4001029,13602,20160704,0.0250461
3873541,2978,20160718,0.0201238
4603402,5482,20160723,0.0605618
6443530,13602,20160722,0.0390804
3627781,10418,20160713,0.0263885
4913674,8059,20160712,0.0150112
3506437,13602,20160719,0.0390804
2196229,6614,20160717,0.0557676
2329861,13849,20160724,0.12277
3514117,9967,20160706,0.0424346
5733898,13183,20160705,0.25576
2480389,2978,20160703,0.0954948
3928837,1904,20160722,0.0639299
3017989,13602,20160730,0.0184412
3017989,9983,20160704,0.0184412
5776906,13602,20160706,0.0261519
6332938,13602,20160724,0.0261519
5568010,8596,20160722,0.153211
5568010,8596,20160722,0.153211
2398981,13602,20160722,0.0250461
3208453,10418,20160713,0.0144246
7205386,13602,20160729,0.0390804
4866574,13602,20160723,0.0261519
4866574,9983,20160725,0.0193096
5394958,2601,20160712,0.0191637
6445582,13602,20160713,0.0250461
3748615,13602,20160709,0.0193096
3748615,11184,20160703,0.04449
5941774,9983,20160711,0.0159799
2842375,3429,20160725,0.0334662
2324743,10418,20160701,0.0252729
6491662,4654,20160717,0.0758771
3644167,11463,20160710,0.197366
3644167,11463,20160706,0.197366
3644167,11463,20160708,0.197366
3644167,11463,20160711,0.197366
3644167,11463,20160713,0.197366
2862343,3004,20160712,0.10897
2862343,2070,20160721,0.0875705
2862343,7821,20160721,0.0890656
2862343,14,20160731,0.117835
4676110,9983,20160727,0.0137816
3135751,3992,20160724,0.147356
4054279,9983,20160729,0.0261519
4192519,13602,20160723,0.0184412
2363143,3780,20160703,0.0344521
2363143,13161,20160703,0.0637216
2363143,2978,20160724,0.0260958
2363143,10438,20160729,0.0290133
3025159,9983,20160703,0.0184412
3025159,10438,20160701,0.0152177
3025159,13602,20160725,0.0250461
6574606,8059,20160729,0.0152177
2771719,13602,20160728,0.0250461
2513671,9983,20160723,0.0390804
7136782,13602,20160714,0.0882512
3568903,8596,20160722,0.071901
5047822,13602,20160722,0.0261519
3704071,10110,20160716,0.155771
3704071,10110,20160707,0.155771
3183367,4132,20160723,0.0323642
4276750,13602,20160726,0.0261519
6402574,9983,20160704,0.0184412
6402574,10418,20160706,0.0183674
6408718,13602,20160724,0.0390804
4587022,8059,20160717,0.0257314
4587022,9983,20160717,0.0390804
3212041,13602,20160715,0.0261519
5903890,13602,20160724,0.0261519
4598290,1904,20160709,0.0761808
3093769,8306,20160728,0.401247
3093769,8059,20160728,0.0150112
3093769,9983,20160716,0.0261519
3093769,8306,20160728,0.401247
4370962,8059,20160722,0.0150112
6208018,2920,20160729,0.172741
2189065,2096,20160715,0.0684031
4029193,13602,20160703,0.0261519
3119881,493,20160721,0.0585728
3910921,9983,20160712,0.0130271
3910921,13602,20160711,0.0250461
6773266,2096,20160717,0.116781
4948498,2978,20160725,0.0201238
2347273,13602,20160725,0.0250461
4190473,10284,20160720,0.0822296
3536137,13602,20160728,0.145305
2358025,13602,20160703,0.0129641
3930889,10438,20160729,0.0152177
3930889,13602,20160704,0.0130271
3930889,2893,20160724,0.149477
3930889,2893,20160726,0.149477
4066057,5702,20160716,0.430109
4066057,13602,20160724,0.0392505
4066057,5702,20160723,0.430109
4066057,5702,20160709,0.430109
4070665,10418,20160715,0.0183674
3024649,3992,20160709,0.0892756
6862354,13602,20160731,0.0390804
6078994,10438,20160716,0.0152177
3310345,10438,20160731,0.0172465
6112786,13602,20160714,0.0250461
2930953,2978,20160724,0.0260958
6939154,10418,20160727,0.0183674
6939154,2978,20160727,0.0260958
3208969,3985,20160724,0.160236
3208969,11876,20160724,0.276344
2296075,13602,20160728,0.0147098
2173195,2601,20160703,0.016308
5948950,10418,20160720,0.0252729
2723083,4277,20160724,0.0544662
4177675,9983,20160721,0.28197
4177675,13602,20160719,0.0195674
6790678,13602,20160723,0.0250461
3531019,8059,20160717,0.0152177
7343638,8059,20160704,0.0150112
3021067,13320,20160722,0.10235
2773771,4727,20160725,0.350599
4286998,13602,20160711,0.0193096
6385174,9983,20160712,0.0137816
2933515,9983,20160703,0.0184412
2933515,13602,20160702,0.0137816
6925846,13602,20160714,0.0250461
6925846,9983,20160721,0.0130271
5617174,5785,20160725,0.111572
6667798,9983,20160710,0.0244321
6667798,8499,20160725,0.35349
6667798,13602,20160704,0.408035
5887510,3093,20160704,0.15657
5887510,8215,20160704,0.18172
5887510,9002,20160704,0.16473
3469579,2978,20160711,0.0260958
5368342,13602,20160727,0.280415
6157846,13602,20160722,0.0137816
6427162,1904,20160708,0.0664674
6427162,11894,20160708,0.089936
7228954,9983,20160714,0.0184412
6728218,3992,20160707,0.101945
6992410,1971,20160706,0.0803298
6992410,1971,20160701,0.0803298
6992410,1971,20160708,0.0803298
6992410,1971,20160705,0.0803298
6992410,1971,20160711,0.0803298
3909901,9983,20160726,0.0243246
6783514,13602,20160729,0.0261519
6783514,9983,20160731,0.0832926
6783514,12154,20160729,0.151107
4694554,10418,20160711,0.0183674
4694554,13602,20160721,0.0137816
4694554,2978,20160710,0.0201238
4694554,10438,20160703,0.0150112
5238298,11799,20160729,0.01698
2886925,2978,20160722,0.173756
2891533,13602,20160731,0.0261519
2635021,1808,20160730,0.0605483
2635021,6928,20160730,0.0444855
5275162,2601,20160707,0.01845
2247949,13602,20160707,0.0137816
2247949,1589,20160710,0.382034
2247949,1589,20160721,0.382034
2247949,9983,20160730,0.0130271
6335002,9793,20160714,0.170882
6599194,3429,20160710,0.0144967
6608410,8012,20160721,0.0827406
3048205,10438,20160712,0.0152177
3048205,10418,20160701,0.0183674
3837709,9983,20160720,0.0137816
2800909,13602,20160727,0.0390804
5880346,13602,20160721,0.0137816
5880346,8901,20160703,0.124496
6153754,8059,20160724,0.0152177
5393950,13602,20160720,0.0250461
6976030,9718,20160702,0.114641
2846479,10438,20160711,0.0150112
6223390,9983,20160710,0.0193096
3639055,9983,20160701,0.0159799
2872591,13602,20160713,0.0250461
3531535,8059,20160702,0.0150112
3531535,10418,20160704,0.0183674
3531535,9983,20160702,0.0184412
3531535,3429,20160704,0.0144967
5510686,8059,20160712,0.017296
5510686,3429,20160704,0.0744474
3937039,10990,20160710,0.130929
6039070,8059,20160715,0.0234645
6039070,13803,20160707,0.19843
6039070,9983,20160726,0.0392505
6039070,13602,20160726,0.0392505
6039070,3429,20160716,0.024202
3675919,2601,20160708,0.01845
4472350,9983,20160728,0.0184412
2107663,13602,20160728,0.0261519
2370319,12429,20160723,0.0830345
2370319,10418,20160711,0.0144246
2765071,2978,20160721,0.0344463
2765071,13602,20160714,0.0195674
3557647,13602,20160704,0.0137816
3557647,10438,20160712,0.0150112
2772751,13602,20160713,0.0261519
2772751,9983,20160714,0.0130271
3428623,10438,20160706,0.0152177
3428623,10418,20160704,0.0252729
3428623,3429,20160705,0.0334662
3428623,13602,20160724,0.0130271
3428623,2978,20160724,0.0260958
3298063,2978,20160731,0.0201238
3298063,10438,20160721,0.0152177
6893086,13602,20160727,0.0261519
2817295,13602,20160720,0.0390804
2953489,9983,20160704,0.0184412
5180962,13602,20160723,0.0250461
3647761,9983,20160724,0.0261519
4938274,3594,20160703,0.0516932
3913489,13602,20160704,0.179726
3133201,13602,20160711,0.0250461
3019537,13602,20160703,0.0250461
6308386,13602,20160706,0.0130271
6308386,10438,20160706,0.0172465
2369809,13602,20160723,0.0129641
2764561,10418,20160704,0.0414802
2764561,13602,20160712,0.0196543
2764561,10438,20160710,0.0253889
2764561,2978,20160703,0.204218
7128610,9983,20160716,0.077084
2127121,13602,20160723,0.0261519
2266897,2978,20160707,0.0201238
2266897,13602,20160703,0.0193096
2266897,3429,20160706,0.0334662
2266897,6749,20160726,0.0472655
3845905,5743,20160724,0.182491
6913570,5840,20160723,0.0437053
3326737,2978,20160721,0.0260958
2680081,13602,20160704,0.460732
2680081,8780,20160717,0.425883
2680081,8780,20160722,0.425883
5371426,13602,20160706,0.0250461
2819347,13602,20160728,0.0250461
4144915,13602,20160717,0.0261519
4144915,11799,20160717,0.0300168
3624211,11512,20160724,0.253441
3624211,11512,20160715,0.253441
3628819,12559,20160721,0.111025
3628819,13602,20160703,0.0193096
2843923,13602,20160710,0.479652
3636499,10418,20160711,0.0144946
2588947,2623,20160702,0.127932
3383059,1904,20160718,0.0698567
2870035,10418,20160701,0.0183674
2870035,2978,20160701,0.01525
2870035,10438,20160724,0.0150112
2870035,13602,20160711,0.0137816
6037030,13602,20160714,0.0184412
2635027,807,20160716,0.155076
3301651,2601,20160726,0.0251243
4540966,10418,20160706,0.0183674
5327398,13602,20160726,0.156961
2800915,10418,20160705,0.0160667
2146579,4811,20160702,0.465889
2146579,8137,20160701,0.447631
2146579,8137,20160702,0.447631
2146579,8137,20160703,0.412358
2146579,4811,20160709,0.465889
6921766,13602,20160705,0.0261519
3854611,13602,20160729,0.0250461
3470611,11146,20160706,0.255586
3470611,11146,20160710,0.255586
3482389,8181,20160707,0.0415121
3877141,13602,20160706,0.0912774
4349482,8059,20160701,0.0152177
4349482,3429,20160726,0.0144967
2964757,7419,20160709,0.0583197
4884010,13506,20160719,0.72368
4884010,13506,20160719,0.72368
4884010,13506,20160718,0.72368
4884010,12455,20160714,0.0533803
4622890,6648,20160730,0.220398
4622890,4785,20160727,0.199545
2445589,2002,20160703,0.0366589
2445589,8059,20160720,0.0152177
2445589,13602,20160726,0.0250461
2445589,9983,20160730,0.0130271
6208042,9983,20160714,0.0129641
6208042,8059,20160716,0.0152177
6208042,3429,20160717,0.0144967
6208042,13602,20160719,0.0137816
6994474,13602,20160713,0.0129641
6994474,2978,20160710,0.0201238
6472234,8059,20160713,0.0150112
2456341,5933,20160717,0.070144
2456341,1904,20160724,0.0761808
2456341,5933,20160723,0.070144
3505429,10438,20160711,0.015084
2723605,8059,20160703,0.0150112
7286314,9983,20160707,0.0184412
4668970,13602,20160725,0.0184412
3133717,3780,20160709,0.0537796
3133717,3743,20160710,0.0793271
3133717,10438,20160712,0.0454332
3791125,2911,20160713,0.0404507
4966954,785,20160729,0.248702
5492266,7501,20160713,0.0358061
3809557,13602,20160724,0.0137816
2762005,9599,20160726,0.0979181
4075285,11986,20160721,0.120495
4075285,5215,20160721,0.115996
2373397,13602,20160702,0.144775
2373397,6911,20160721,0.195889
3557653,13602,20160725,0.0250461
4090645,5488,20160719,0.109664
4090645,3992,20160722,0.119606
3566869,5562,20160709,0.0701683
5824042,4061,20160712,0.128651
4776490,13602,20160719,0.0137816
5581354,13602,20160718,0.0261519
3447061,13602,20160703,0.0390804
6917674,8059,20160713,0.0150112
4119829,13602,20160726,0.0193096
2819863,4924,20160719,0.0466022
2300695,11799,20160725,0.01698
4140823,2601,20160730,0.016308
2442007,2149,20160701,0.209112
2442007,2149,20160710,0.209112
2442007,13624,20160701,0.123959
2442007,7471,20160701,0.15337
2442007,384,20160701,0.147642
4898350,13602,20160720,0.0250461
3239191,10418,20160704,0.0183674
3239191,13602,20160724,0.0261519
3239191,9983,20160725,0.0137816
3110167,3429,20160702,0.0144967
3111703,13602,20160726,0.0261519
3899671,13602,20160723,0.0129641
4391470,3992,20160702,0.0804125
2878231,3992,20160704,0.0757697
2749207,8059,20160701,0.0150112
5761582,13602,20160704,0.0261519
2621719,9983,20160726,0.0137816
